Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Negative_Control_1 Spectral Count	PYROXD1_D500N_1 Spectral Count	PYROXD1_N155S_1 Spectral Count	PYROXD1_Q372H_1 Spectral Count	PYROXD1_R132C_1 Spectral Count	PYROXD1_WT_1 Spectral Count	PYROXD1_Y354C_1 Spectral Count	PYROXD1_dE496_1 Spectral Count	Negative_Control_1 Unique Spectral Count	PYROXD1_D500N_1 Unique Spectral Count	PYROXD1_N155S_1 Unique Spectral Count	PYROXD1_Q372H_1 Unique Spectral Count	PYROXD1_R132C_1 Unique Spectral Count	PYROXD1_WT_1 Unique Spectral Count	PYROXD1_Y354C_1 Unique Spectral Count	PYROXD1_dE496_1 Unique Spectral Count	Negative_Control_1 Total Spectral Count	PYROXD1_D500N_1 Total Spectral Count	PYROXD1_N155S_1 Total Spectral Count	PYROXD1_Q372H_1 Total Spectral Count	PYROXD1_R132C_1 Total Spectral Count	PYROXD1_WT_1 Total Spectral Count	PYROXD1_Y354C_1 Total Spectral Count	PYROXD1_dE496_1 Total Spectral Count	Negative_Control_1 Intensity	PYROXD1_D500N_1 Intensity	PYROXD1_N155S_1 Intensity	PYROXD1_Q372H_1 Intensity	PYROXD1_R132C_1 Intensity	PYROXD1_WT_1 Intensity	PYROXD1_Y354C_1 Intensity	PYROXD1_dE496_1 Intensity	Negative_Control_1 MaxLFQ Intensity	PYROXD1_D500N_1 MaxLFQ Intensity	PYROXD1_N155S_1 MaxLFQ Intensity	PYROXD1_Q372H_1 MaxLFQ Intensity	PYROXD1_R132C_1 MaxLFQ Intensity	PYROXD1_WT_1 MaxLFQ Intensity	PYROXD1_Y354C_1 MaxLFQ Intensity	PYROXD1_dE496_1 MaxLFQ Intensity	Indistinguishable Proteins
sp|P82933|RT09_HUMAN	P82933	RT09_HUMAN	MRPS9	396	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein uS9m	1.0	0.999	16	89	89	89	18	4	3	10	10	19	14	11	18	4	3	10	10	19	14	11	18	4	3	10	10	19	14	11	617266.06	213879.5	216123.28	369082.8	440295.62	811043.44	543037.75	695806.44	127755.26	47245.285	46340.94	88014.914	79239.88	159703.69	96780.83	115605.97	
sp|P82970|HMGN5_HUMAN	P82970	HMGN5_HUMAN	HMGN5	282	Homo sapiens	1:Experimental evidence at protein level	High mobility group nucleosome-binding domain-containing protein 5	0.9999	0.999	2	4	4	4	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	254337.53	0.0	0.0	5149.5166	0.0	27540.719	20326.504	23951.828	83934.05	0.0	0.0	0.0	0.0	21299.035	16189.266	19044.477	
sp|P82979|SARNP_HUMAN	P82979	SARNP_HUMAN	SARNP	210	Homo sapiens	1:Experimental evidence at protein level	SAP domain-containing ribonucleoprotein	1.0	0.999	6	27	27	27	5	0	3	4	0	5	5	5	5	0	3	4	0	5	5	5	5	0	3	4	0	5	5	5	150831.92	30821.617	100491.91	124122.52	14209.026	192067.75	180201.12	168801.3	39151.97	15262.642	27129.482	31340.113	10112.568	51563.33	47215.207	44677.082	
sp|P83111|LACTB_HUMAN	P83111	LACTB_HUMAN	LACTB	547	Homo sapiens	1:Experimental evidence at protein level	Serine beta-lactamase-like protein LACTB, mitochondrial	0.8567	0.9959	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P83369|LSM11_HUMAN	P83369	LSM11_HUMAN	LSM11	360	Homo sapiens	1:Experimental evidence at protein level	U7 snRNA-associated Sm-like protein LSm11	0.9999	0.999	2	4	4	4	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	65144.367	11497.963	5032.875	20985.012	15857.866	46025.305	26438.738	49370.227	35530.332	0.0	0.0	0.0	0.0	25568.36	0.0	27557.828	
sp|P83731|RL24_HUMAN	P83731	RL24_HUMAN	RPL24	157	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL24	1.0	0.999	13	197	197	197	30	20	18	22	28	25	22	32	30	20	18	22	28	25	22	32	30	20	18	22	28	25	22	32	2936653.5	913123.25	1473148.4	2452651.8	1776722.0	1962831.8	2408955.2	2194176.5	832178.44	306840.7	295535.97	479371.6	440396.03	665426.4	488689.66	735990.2	
sp|P83876|TXN4A_HUMAN	P83876	TXN4A_HUMAN	TXNL4A	142	Homo sapiens	1:Experimental evidence at protein level	Thioredoxin-like protein 4A	1.0	0.999	4	9	9	9	1	2	1	1	0	3	0	1	1	2	1	1	0	3	0	1	1	2	1	1	0	3	0	1	46897.824	17037.865	23412.344	29469.955	27082.479	77409.305	22575.744	43845.832	36159.117	0.0	15978.445	19636.146	18244.156	44357.75	15476.772	30829.38	
sp|P83881|RL36A_HUMAN	P83881	RL36A_HUMAN	RPL36A	106	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL42	1.0	0.999	6	58	18	58	12	6	6	6	6	8	6	8	4	2	2	3	1	2	2	2	12	6	6	6	6	8	6	8	974244.9	361103.53	300018.62	527809.3	459147.25	746599.56	516635.06	695590.75	237795.1	85870.32	79116.92	132287.11	111250.84	183278.67	128121.46	199199.12	
sp|P83916|CBX1_HUMAN	P83916	CBX1_HUMAN	CBX1	185	Homo sapiens	1:Experimental evidence at protein level	Chromobox protein homolog 1	1.0	0.999	5	10	10	21	2	1	2	0	1	4	0	0	2	1	2	0	1	4	0	0	3	3	3	1	3	6	1	1	108871.195	72500.375	114594.445	0.0	37930.4	185712.12	9731.496	14849.638	30458.766	40836.086	43374.895	0.0	42935.277	77370.63	0.0	0.0	
sp|P84085|ARF5_HUMAN	P84085	ARF5_HUMAN	ARF5	180	Homo sapiens	1:Experimental evidence at protein level	ADP-ribosylation factor 5	1.0	0.999	8	10	10	102	1	0	3	1	0	1	2	2	1	0	3	1	0	1	2	2	11	9	15	15	5	16	16	15	58538.402	12963.181	35441.0	58867.375	10338.057	66511.14	80977.08	97527.48	29615.232	0.0	23675.758	29738.713	0.0	36819.3	41090.887	50863.88	
sp|P84090|ERH_HUMAN	P84090	ERH_HUMAN	ERH	104	Homo sapiens	1:Experimental evidence at protein level	Enhancer of rudimentary homolog	0.9999	0.999	2	17	17	17	4	0	2	1	3	2	1	4	4	0	2	1	3	2	1	4	4	0	2	1	3	2	1	4	56626.797	36423.297	25897.117	26506.516	52358.793	43453.64	35177.5	137311.52	35802.664	18021.732	16401.695	14977.969	33132.234	27154.477	22123.766	86199.99	
sp|P84098|RL19_HUMAN	P84098	RL19_HUMAN	RPL19	196	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL19	1.0	0.999	13	193	193	193	30	16	20	22	25	25	23	32	30	16	20	22	25	25	23	32	30	16	20	22	25	25	23	32	2543206.0	892053.4	920937.3	1319548.5	1381683.8	1918669.6	1454650.4	2123500.8	792482.8	306374.16	302730.2	429173.84	448794.22	608434.8	476191.22	711707.5	
sp|P84103|SRSF3_HUMAN	P84103	SRSF3_HUMAN	SRSF3	164	Homo sapiens	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 3	1.0	0.999	7	45	45	53	4	7	4	5	8	7	5	5	4	7	4	5	8	7	5	5	5	8	5	6	9	8	6	6	330265.3	263126.38	301039.3	259550.19	427149.78	427530.94	204923.6	291898.4	148770.23	113736.61	125464.03	114954.21	174491.16	195158.4	91060.34	127211.93	
sp|P98175|RBM10_HUMAN	P98175	RBM10_HUMAN	RBM10	930	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 10	1.0	0.999	48	731	689	731	119	82	27	95	104	110	93	101	111	78	26	91	96	102	88	97	119	82	27	95	104	110	93	101	1.1786455E7	5372972.0	1514662.6	7934101.0	7591631.5	1.2168035E7	7412347.5	8869828.0	995435.56	463832.38	143959.2	666473.0	643964.44	1046754.7	640153.25	774117.44	
sp|P98179|RBM3_HUMAN	P98179	RBM3_HUMAN	RBM3	157	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 3	0.9607	0.999	1	9	9	9	1	0	3	1	0	1	1	2	1	0	3	1	0	1	1	2	1	0	3	1	0	1	1	2	63345.566	19940.459	34725.82	33700.723	28268.182	66375.42	37694.418	50338.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P98194|AT2C1_HUMAN	P98194	AT2C1_HUMAN	ATP2C1	919	Homo sapiens	1:Experimental evidence at protein level	Calcium-transporting ATPase type 2C member 1	0.9607	0.999	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	8595.939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P99999|CYC_HUMAN	P99999	CYC_HUMAN	CYCS	105	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c	1.0	0.999	6	49	35	49	6	1	4	9	0	9	10	10	4	0	2	7	0	7	8	7	6	1	4	9	0	9	10	10	178649.48	26723.95	123258.93	199183.98	24201.3	222810.0	294184.38	320405.84	33102.22	11331.355	23204.531	36970.07	9717.093	41321.13	55927.37	58067.18	
sp|Q00013|EM55_HUMAN	Q00013	EM55_HUMAN	MPP1	466	Homo sapiens	1:Experimental evidence at protein level	55 kDa erythrocyte membrane protein	0.9997	0.9986	2	2	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0.0	0.0	0.0	15002.755	0.0	21008.955	13678.335	14072.563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q00059|TFAM_HUMAN	Q00059	TFAM_HUMAN	TFAM	246	Homo sapiens	1:Experimental evidence at protein level	Transcription factor A, mitochondrial	1.0	0.999	11	76	76	76	10	7	10	8	5	16	9	11	10	7	10	8	5	16	9	11	10	7	10	8	5	16	9	11	362800.25	268464.8	375008.75	333998.7	222865.42	539431.7	393261.9	457205.1	59188.152	43830.754	62545.86	53580.69	38419.086	90522.76	63840.78	77695.93	
sp|Q00169|PIPNA_HUMAN	Q00169	PIPNA_HUMAN	PITPNA	270	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylinositol transfer protein alpha isoform	1.0	0.999	7	8	8	18	0	0	0	0	0	1	4	3	0	0	0	0	0	1	4	3	2	0	0	1	0	3	7	5	24694.129	7672.119	7257.2866	28848.95	0.0	54188.445	57598.746	65130.156	15356.748	0.0	0.0	12912.8545	0.0	21495.924	19521.89	25854.967	
sp|Q00325|S25A3_HUMAN	Q00325	S25A3_HUMAN	SLC25A3	362	Homo sapiens	1:Experimental evidence at protein level	Solute carrier family 25 member 3	1.0	0.999	12	136	136	136	12	13	21	17	8	22	21	22	12	13	21	17	8	22	21	22	12	13	21	17	8	22	21	22	650694.25	623334.3	917060.75	936386.2	522698.16	1453617.0	1184401.8	1601004.4	183927.97	171394.8	249255.5	260438.92	158761.05	394327.25	333523.97	435796.47	
sp|Q00341|VIGLN_HUMAN	Q00341	VIGLN_HUMAN	HDLBP	1268	Homo sapiens	1:Experimental evidence at protein level	Vigilin	1.0	0.999	37	229	228	229	47	10	21	23	17	39	30	42	47	9	21	23	17	39	30	42	47	10	21	23	17	39	30	42	1644706.9	437737.3	606485.1	895617.5	2887577.8	1672470.5	1692681.0	3167065.0	369525.44	97569.734	150717.25	204528.97	155964.89	355047.28	244011.7	361753.84	
sp|Q00534|CDK6_HUMAN	Q00534	CDK6_HUMAN	CDK6	326	Homo sapiens	1:Experimental evidence at protein level	Cyclin-dependent kinase 6	0.9565	0.9989	2	1	1	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	2	1	1	1	2	1	3	0.0	0.0	0.0	0.0	0.0	8306.161	5737.943	15318.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q00535|CDK5_HUMAN	Q00535	CDK5_HUMAN	CDK5	292	Homo sapiens	1:Experimental evidence at protein level	Cyclin-dependent kinase 5	0.9995	0.999	3	2	2	15	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	3	2	1	1	1	2	2	3	30933.072	0.0	8988.378	11136.262	6593.9517	19728.867	26413.598	13098.714	22530.07	0.0	0.0	0.0	0.0	13428.459	20284.762	0.0	
sp|Q00577|PURA_HUMAN	Q00577	PURA_HUMAN	PURA	322	Homo sapiens	1:Experimental evidence at protein level	Transcriptional activator protein Pur-alpha	1.0	0.999	12	74	74	74	16	4	4	14	4	14	9	9	16	4	4	14	4	14	9	9	16	4	4	14	4	14	9	9	501698.62	168634.9	153611.2	375154.0	204646.25	459636.75	362432.97	385522.56	82999.6	37572.285	35730.117	66710.164	41654.797	80225.59	64959.86	72552.88	
sp|Q00610|CLH1_HUMAN	Q00610	CLH1_HUMAN	CLTC	1675	Homo sapiens	1:Experimental evidence at protein level	Clathrin heavy chain 1	1.0	0.999	83	898	675	898	147	58	83	101	73	138	148	150	115	43	59	75	53	101	111	118	147	58	83	101	73	138	148	150	8506820.0	2450806.8	3356201.2	4644722.5	3506717.2	8558704.0	7425888.0	9805766.0	535749.0	149256.0	207334.92	292794.38	187850.72	522724.4	451152.84	615828.0	
sp|Q00688|FKBP3_HUMAN	Q00688	FKBP3_HUMAN	FKBP3	224	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP3	1.0	0.999	8	44	44	44	6	1	5	4	2	6	10	10	6	1	5	4	2	6	10	10	6	1	5	4	2	6	10	10	276935.12	75099.375	147476.66	250398.83	56435.164	398384.44	423968.56	521915.94	115027.18	34473.56	92310.01	103444.56	54193.59	138175.95	160687.56	170775.14	
sp|Q00765|REEP5_HUMAN	Q00765	REEP5_HUMAN	REEP5	189	Homo sapiens	1:Experimental evidence at protein level	Receptor expression-enhancing protein 5	0.9999	0.999	2	10	10	10	2	0	1	1	0	2	2	2	2	0	1	1	0	2	2	2	2	0	1	1	0	2	2	2	37315.953	6959.998	34789.9	38176.773	0.0	54043.125	60458.375	58624.35	21912.367	0.0	20956.1	23023.607	0.0	32856.54	36208.77	35008.54	
sp|Q00796|DHSO_HUMAN	Q00796	DHSO_HUMAN	SORD	357	Homo sapiens	1:Experimental evidence at protein level	Sorbitol dehydrogenase	1.0	0.999	7	30	30	30	3	0	3	5	0	5	9	5	3	0	3	5	0	5	9	5	3	0	3	5	0	5	9	5	172618.52	29361.693	117529.664	167060.08	6388.935	209608.1	266371.9	297677.75	42779.23	11760.796	30232.346	40691.375	0.0	53798.06	64790.88	74990.04	
sp|Q00839|HNRPU_HUMAN	Q00839	HNRPU_HUMAN	HNRNPU	825	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein U	1.0	0.999	36	599	599	599	80	75	74	68	74	92	69	67	80	75	74	68	74	92	69	67	80	75	74	68	74	92	69	67	5668768.5	4209099.5	4390496.0	4298172.5	4223578.5	8051597.5	4698420.0	5597672.0	439624.2	313770.1	363888.7	329393.3	341283.44	593802.44	362278.8	410641.94	
sp|Q01081|U2AF1_HUMAN	Q01081	U2AF1_HUMAN	U2AF1	240	Homo sapiens	1:Experimental evidence at protein level	Splicing factor U2AF 35 kDa subunit	1.0	0.999	7	59	50	59	6	6	9	9	5	9	6	9	5	5	7	8	5	7	5	8	6	6	9	9	5	9	6	9	233840.25	156395.02	275190.44	188773.84	141843.9	415217.12	203705.56	304919.44	53138.95	37134.645	58074.145	42900.83	39714.08	98897.48	46448.89	66144.11	
sp|Q01082|SPTB2_HUMAN	Q01082	SPTB2_HUMAN	SPTBN1	2364	Homo sapiens	1:Experimental evidence at protein level	Spectrin beta chain, non-erythrocytic 1	1.0	0.999	136	1227	1104	1227	263	118	34	160	158	175	162	157	238	109	29	144	146	155	144	139	263	118	34	160	158	175	162	157	1.2834292E7	4932702.5	1378532.8	7184464.0	6676503.5	8548838.0	6514078.0	7079308.5	762779.6	248218.86	109529.67	384236.4	388064.56	479962.2	389589.53	438085.28	
sp|Q01085|TIAR_HUMAN	Q01085	TIAR_HUMAN	TIAL1	375	Homo sapiens	1:Experimental evidence at protein level	Nucleolysin TIAR	0.9999	0.999	2	5	4	5	1	0	0	2	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0	2	0	1	1	0	24809.516	0.0	7814.372	22137.975	0.0	28289.016	18926.502	36788.984	16396.305	0.0	0.0	14061.579	0.0	18717.928	10916.933	25064.133	
sp|Q01105|SET_HUMAN	Q01105	SET_HUMAN	SET	290	Homo sapiens	1:Experimental evidence at protein level	Protein SET	1.0	0.999	8	103	32	103	12	6	11	11	5	19	19	20	5	1	3	3	1	6	6	7	12	6	11	11	5	19	19	20	1432110.0	428461.97	978052.2	1103164.0	309142.1	1572943.2	1654080.4	2012208.8	361120.88	113523.91	250382.38	275721.3	80518.92	407944.1	398366.66	493693.8	
sp|Q01130|SRSF2_HUMAN	Q01130	SRSF2_HUMAN	SRSF2	221	Homo sapiens	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 2	1.0	0.999	6	67	50	67	8	11	6	8	8	9	6	11	6	9	4	6	5	6	4	10	8	11	6	8	8	9	6	11	471784.47	313160.53	336931.53	306963.62	572769.5	568052.3	295561.03	440220.5	125525.016	83033.945	94708.91	83581.69	147362.88	150664.97	79531.37	122476.93	
sp|Q01433|AMPD2_HUMAN	Q01433	AMPD2_HUMAN	AMPD2	825	Homo sapiens	1:Experimental evidence at protein level	AMP deaminase 2	0.9996	0.999	2	4	4	4	0	0	0	0	0	2	1	1	0	0	0	0	0	2	1	1	0	0	0	0	0	2	1	1	22358.1	0.0	0.0	11325.119	0.0	33915.785	35769.516	53798.594	0.0	0.0	0.0	0.0	0.0	21807.387	21642.424	32742.006	
sp|Q01469|FABP5_HUMAN	Q01469	FABP5_HUMAN	FABP5	135	Homo sapiens	1:Experimental evidence at protein level	Fatty acid-binding protein 5	1.0	0.999	18	175	156	175	19	18	20	24	37	14	19	24	17	16	16	21	34	13	18	21	19	18	20	24	37	14	19	24	800021.7	885857.3	751609.75	1041548.25	2158724.5	771719.6	1039772.06	1200379.0	167395.86	186171.66	170360.0	204811.67	201967.92	174501.86	199086.48	243332.3	
sp|Q01484|ANK2_HUMAN	Q01484	ANK2_HUMAN	ANK2	3957	Homo sapiens	1:Experimental evidence at protein level	Ankyrin-2	0.9999	0.999	4	4	4	7	2	1	0	0	0	0	0	1	2	1	0	0	0	0	0	1	3	1	0	0	0	1	0	2	57668.586	730932.6	22390.688	0.0	0.0	0.0	6764.964	13799.285	32043.541	0.0	12340.94	0.0	0.0	0.0	0.0	0.0	
sp|Q01518|CAP1_HUMAN	Q01518	CAP1_HUMAN	CAP1	475	Homo sapiens	1:Experimental evidence at protein level	Adenylyl cyclase-associated protein 1	1.0	0.999	23	170	162	170	26	9	19	23	6	28	27	32	25	8	17	22	6	27	26	31	26	9	19	23	6	28	27	32	1087302.5	280099.6	582289.7	827386.25	207507.02	1366822.6	1313463.0	1630440.0	138526.4	45915.55	72931.43	105648.43	35283.465	164767.31	158683.0	194597.5	
sp|Q01581|HMCS1_HUMAN	Q01581	HMCS1_HUMAN	HMGCS1	520	Homo sapiens	1:Experimental evidence at protein level	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	1.0	0.999	13	66	63	66	15	1	10	9	0	8	13	10	15	1	9	9	0	8	11	10	15	1	10	9	0	8	13	10	443031.16	136967.95	387723.75	393190.25	22822.51	380664.88	670914.0	567681.5	71322.48	22507.85	57359.15	58952.645	14830.876	61058.22	91710.16	86942.625	
sp|Q01650|LAT1_HUMAN	Q01650	LAT1_HUMAN	SLC7A5	507	Homo sapiens	1:Experimental evidence at protein level	Large neutral amino acids transporter small subunit 1	0.9999	0.999	2	7	7	7	2	0	0	1	0	1	2	1	2	0	0	1	0	1	2	1	2	0	0	1	0	1	2	1	29254.207	0.0	9705.848	22889.707	0.0	22429.633	39517.22	23378.338	15767.207	0.0	0.0	12305.826	0.0	12088.027	21154.955	12473.232	
sp|Q01780|EXOSX_HUMAN	Q01780	EXOSX_HUMAN	EXOSC10	885	Homo sapiens	1:Experimental evidence at protein level	Exosome complex component 10	1.0	0.999	18	49	49	49	7	0	2	3	2	22	2	11	7	0	2	3	2	22	2	11	7	0	2	3	2	22	2	11	274861.9	77677.97	49026.484	161268.36	102711.15	490246.0	163781.73	290955.22	32106.666	16321.424	16839.203	22731.77	23679.137	52054.58	26697.94	37334.164	
sp|Q01804|OTUD4_HUMAN	Q01804	OTUD4_HUMAN	OTUD4	1114	Homo sapiens	1:Experimental evidence at protein level	OTU domain-containing protein 4	1.0	0.999	28	134	133	134	31	10	0	13	19	29	13	19	30	10	0	13	19	29	13	19	31	10	0	13	19	29	13	19	851592.3	253712.36	71497.02	407382.62	566216.9	842929.94	416647.88	680509.94	86605.48	37374.887	12411.602	48796.0	60303.49	88044.84	48440.34	74325.68	
sp|Q01813|PFKAP_HUMAN	Q01813	PFKAP_HUMAN	PFKP	784	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent 6-phosphofructokinase, platelet type	1.0	0.999	33	266	236	266	39	9	31	40	3	40	54	50	36	8	26	35	2	36	48	45	39	9	31	40	3	40	54	50	2431380.2	1226945.4	2108782.8	2399486.5	1142511.4	2262567.8	3022685.0	3094986.0	1209219.1	485564.0	850065.8	1168882.1	249967.36	1610154.0	1860033.4	1906284.4	
sp|Q01844|EWS_HUMAN	Q01844	EWS_HUMAN	EWSR1	656	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein EWS	1.0	0.999	7	77	77	77	10	5	11	12	3	16	10	10	10	5	11	12	3	16	10	10	10	5	11	12	3	16	10	10	466080.12	225601.75	339540.5	452911.56	151138.47	679642.6	580470.44	723726.2	153414.55	70886.34	101259.77	138432.48	54871.133	200721.62	175908.94	217202.19	
sp|Q02218|ODO1_HUMAN	Q02218	ODO1_HUMAN	OGDH	1023	Homo sapiens	1:Experimental evidence at protein level	2-oxoglutarate dehydrogenase complex component E1	1.0	0.999	15	54	38	54	15	0	1	2	1	14	8	13	12	0	1	1	0	10	4	10	15	0	1	2	1	14	8	13	363637.56	50429.78	158774.66	159932.16	63296.46	376342.6	230957.75	355617.62	63097.58	19505.795	29955.066	30244.875	20978.773	60253.273	47226.93	62747.246	
sp|Q02241|KIF23_HUMAN	Q02241	KIF23_HUMAN	KIF23	960	Homo sapiens	1:Experimental evidence at protein level	Kinesin-like protein KIF23	0.98	0.9964	2	3	3	3	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	38768.258	0.0	0.0	7299.5234	30389.412	9412.91	52564.465	7167.7246	37053.9	0.0	0.0	0.0	0.0	0.0	36942.293	0.0	
sp|Q02383|SEMG2_HUMAN	Q02383	SEMG2_HUMAN	SEMG2	582	Homo sapiens	1:Experimental evidence at protein level	Semenogelin-2	1.0	0.999	6	9	9	18	1	2	0	0	0	0	0	6	1	2	0	0	0	0	0	6	1	6	1	1	0	0	1	8	51304.137	42656.25	13885.123	0.0	0.0	0.0	7025.72	74053.14	8303.107	37252.445	15193.238	0.0	0.0	0.0	0.0	55817.562	
sp|Q02413|DSG1_HUMAN	Q02413	DSG1_HUMAN	DSG1	1049	Homo sapiens	1:Experimental evidence at protein level	Desmoglein-1	1.0	0.999	36	471	464	471	37	47	61	77	112	34	61	42	36	47	60	76	109	34	60	42	37	47	61	77	112	34	61	42	1950674.8	1860141.2	2436403.5	4295879.0	6221124.5	1459226.0	3027927.2	2106635.5	177226.11	190566.14	225243.84	383528.28	469769.72	171868.56	280624.78	216206.47	
sp|Q02487|DSC2_HUMAN	Q02487	DSC2_HUMAN	DSC2	901	Homo sapiens	1:Experimental evidence at protein level	Desmocollin-2	0.9607	0.999	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	8122.897	0.0	30316.914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q02543|RL18A_HUMAN	Q02543	RL18A_HUMAN	RPL18A	176	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL20	1.0	0.999	14	222	222	222	32	23	20	27	32	30	28	30	32	23	20	27	32	30	28	30	32	23	20	27	32	30	28	30	3044629.2	1258876.2	1153422.4	1819411.8	1755850.1	2659281.5	1914319.5	2882472.0	658470.06	290547.53	236900.8	400718.56	388382.06	578119.75	420506.12	638894.8	
sp|Q02750|MP2K1_HUMAN	Q02750	MP2K1_HUMAN	MAP2K1	393	Homo sapiens	1:Experimental evidence at protein level	Dual specificity mitogen-activated protein kinase kinase 1	1.0	0.999	7	26	17	26	3	0	2	4	0	4	7	6	1	0	2	3	0	2	4	5	3	0	2	4	0	4	7	6	131749.36	17122.734	65440.176	111914.58	0.0	149683.47	173430.08	199508.69	24631.895	9266.277	17077.434	22913.52	0.0	28603.5	33256.453	37957.75	
sp|Q02790|FKBP4_HUMAN	Q02790	FKBP4_HUMAN	FKBP4	459	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP4	1.0	0.999	37	386	386	386	60	18	48	44	8	62	83	63	60	18	48	44	8	62	83	63	60	18	48	44	8	62	83	63	2996843.2	662173.4	1929183.1	2653176.5	410368.06	3569115.5	4419208.5	4040260.2	241532.97	73323.17	152716.67	199091.25	39900.156	284244.66	320190.2	333155.3	
sp|Q02809|PLOD1_HUMAN	Q02809	PLOD1_HUMAN	PLOD1	727	Homo sapiens	1:Experimental evidence at protein level	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	1.0	0.999	9	26	26	26	7	2	0	3	1	5	2	6	7	2	0	3	1	5	2	6	7	2	0	3	1	5	2	6	222221.17	45107.406	50701.645	124174.2	91467.02	256954.84	151394.6	220466.67	44025.89	19936.605	20680.855	29308.723	24097.252	53415.465	36233.703	53472.152	
sp|Q02818|NUCB1_HUMAN	Q02818	NUCB1_HUMAN	NUCB1	461	Homo sapiens	1:Experimental evidence at protein level	Nucleobindin-1	0.8711	0.9964	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	9217.334	0.0	0.0	0.0	0.0	0.0	11812.079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q02878|RL6_HUMAN	Q02878	RL6_HUMAN	RPL6	288	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL6	1.0	0.999	17	302	302	302	46	37	27	33	38	42	39	40	46	37	27	33	38	42	39	40	46	37	27	33	38	42	39	40	4940480.5	1918841.5	1636565.1	2932323.8	2555308.2	4018675.2	3014539.8	4330533.0	562196.5	239466.6	193249.16	332969.16	312006.9	466210.78	341741.9	491499.8	
sp|Q02880|TOP2B_HUMAN	Q02880	TOP2B_HUMAN	TOP2B	1626	Homo sapiens	1:Experimental evidence at protein level	DNA topoisomerase 2-beta	1.0	0.999	19	23	23	106	3	2	2	1	2	8	3	2	3	2	2	1	2	8	3	2	13	12	12	10	13	25	9	12	72843.56	34327.51	33349.22	64611.535	52228.97	113343.77	53895.05	43614.1	19089.738	15111.756	14179.182	14799.7705	16590.875	27141.023	14085.212	23479.918	
